-4.43,6.41,-1.51
-5.90,-0.66,-1.64
-3.76,0.91,1.66
-3.94,14.76,3.14
-3.94,14.76,0
7.06,6.92,1.63
0.21,19.29,2.36
2.90,11.10,0
0,0,0
